Number,Tweet
181,*The latest Carper Ape #Falklands! http://paper.li/caesar_ape_city/1399855406?edition_id=cf0c4ed0-1147-11e7-a634-0cc47a0d1609 … #indyref #eu
186,*planeta dos macacos sai em julho e só tem um trailer EU QUERO MEU CAESAR
184,"*J'ai eu le même problème par le passé, lorsque j'avais tenté de commercialiser la manivelle."""
185,*Ja faz mais de 1 mês que eu terminei a segunda parte de jojo e eu ainda n superei a morte do Caesar
9238,"*Daniel Caesar toca quando ninguém precisa (no caso, eu mesma)."""
9239,*eu preciso aprender a fazer meu próprio molho caesar pois amo muito salada caesar
9236,"*eu nem lembro do Caesar, acho que até cheguei a esquecer o NOME dele"""
9237,*Eu tenho um amigo que só leu até a parte 5 e disse que o Caesar é o melhor personagem.
11,"*The Battle of Arausio 6th Oct 105 BC, United tribes of #Cimbri beat 2 Roman armies. Battle of Alesia Sept, 52 BC #Caesar won, Gained Eu & UK"""
10,*Brexit and the EU ETS: Carving up the emissions market 
13,*#Fantarticos Caesar até q eu gostei do resultado 
12,*From the archive: a look back at when the UK first joined the EU via @GettyImages #Brexit http://bit.ly/2ndSA0N 
15,*Now the Negotiations Begin! Article 50 Activated w/ @HMAChrisHoltby #Brexit #EU #EUinAus #Australia
14,*EU on track to meet 2020 renewable energy targets by @Climate_Action_ http://www.climateactionprogramme.org/news/eu_on_track_to_meet_2020_renewable_energy_target …
17,"*Standard EU tactic used time and time again. If you don't get the result you want the first time, repeat the referendum till you do."""
16,"*""""Dos seus amigos ninguém tem cabelão, só você que fica com essa história"""" Foda-se meu irmão, eu não ligo"""
19,"*#Caesar #Superfici Grigio 12,5x25 cm EA03 | #Porcelain stoneware #Stone #12,5x25 | on #bathroom39.com at 20 Eu https://www.bathroom39.com/caesar-superfici-grigio-12-5x25-cm-ea03.html …"""
18,*#Caesar #E.Motions Warm Beige 30x60 cm AACV | #Porcelain stoneware #Stone #30x60 | on #bathroom39.com at 44 Eu https://www.bathroom39.com/caesar-e-motions-warm-beige-30x60-cm-aacv.html …
944,*hauahauahah eu lembro por causa do pessoal do Caesar pra mugiwara
10277,*The EU is destroying European culture.
10276,"*#culture From 'Hail, Caesar!' to 'Hidden Figures' -- the most joyful pop culture of 2016… """
10275,*CAESAR EU TO MUITO TRISTE MANO AFFFFF
10274,*hoje eu to só as mais românticas do Daniel Caesar
10273,*sabe porque eu sei que caejose é real
10272,"*Eu mereço essa vida Ipanema, Bud e essa espreguiçadeira do Caesar .. porque cadeira é para os fracos """
10271,*acabei de  confundir TABULE com salada caesar 
10270,"*j'ai eu une nouvelle Chicha , manche caesar, silicone caesar """
