Number,Tweet
5675,*Amanhã tinha Roma e Pt Medieval. A prof desmarcou a aula de PT Med e eu já desisti de ir a Roma. Adivinhem quem tem fim de semana prolongado
5676,*hoje eu me senti na era MEDIEVAL tendo que ir pagar conta na LOTERICA
5677,*AI MEU CU EU PASSEI COM 10 EM HST MEDIEVAL CONSIDERANDO QUE EU QUERO PUXAR O SACO DA PROF ISSO É MARAVILHOSOOOOO AAAAAAAAAAAAAAA
5678,*.@europressos makes his @eaTheBrief debut. And gets medieval on the EU's ass.  
5679,*nossa senhora fechou!! eu tava marcando role lá na taverna medieval!!!! https://www.facebook.com/tavernamedieval/ … apenas o melhor lugar
23547,*Dyma rai o griw dosbarthParcEsmor yn ymarfer eu dawns ar gyfer y wledd! Here are some of the #ParcEsmor crew practicing their medieval dance 
23546,"*Quando eu vejo Alexandre Moraes no STF, só consigo pensar: """"Que bom, podia ser o fundamentalista medieval Ives Gandra""""..."""
40528,*Medieval era mais legal quando eu achava q era só castelo e gente rezando e morrendo de praga
40529,*Digamos que eu vá mestras uma campanha de RPG para um grupo de iniciantes que não gosta de fantasia medieval. Qual melhor sistema / cenário?
16794,*evento tão medieval que eu peguei peste negra
16795,*eu e a drica vamo fazer um duelo medieval p ver quem casa c a tia Marcelli ta decidido
16792,*E eu vou ficar com um total de zero dinheiros pra show de Johnny Hooker pra bloco medieval
16793,"*eu ODEIO série com tema """"medieval"""" ou coisa do tipo"""
16790,"*vai passar hein, pelo que eu vi dos professores que vão dar aula pra vcs, na primeira de hist. medieval, passa hauhuaha"""
16791,*Eu tô apaixonada por essa foto de Toledo. Foi incrível conhecer uma cidade medieval.  
851306,"*nossa, eu ouvi que vocês ainda estão lidando com medieval, senti dó (mentira eu ri, mentira hahaha)"""
851305,*TUDO LINDO E TERVAS
851304,*eu to rolando com essa medieval reaction do cara levando um fio terra
851303,*E eu q sonhei que a Paula Fernandes era uma bruxa medieval que queria me matar e ela tinha um anel que fazia desaparecer eu roubei e escapei
851302,"*Sonhei q tava eu, monica, thalyta e um cara q nao sei quem é dai a gente tava em uma esquina e tinha uma carroça so era meio medieval"""
851301,*miga eu tb n gostava de nenhum dorama nesse estilo essse é o meu primeirp dprama medieval 
851300,*Mdr j'ai eu un déguisement médiéval. Adieu les roturiers
848727,"*ela vai sair em 2017, só q eu tenho q me planejar e planejar ela certinho pra n acontecer igual aconteceu com o medieval"""
848726,*da feira medieval  acho eu 
848725,*Eu quando era puto era tão retardado que se isto fosse na era medieval eu não me tinha safado
848724,*A gente tinha espada e brincava de cavaleiro medieval quando eu era criança #saudades
835756,*descobri uma banda folk austriaca e agr eu to me sentindo num seriado medieval
859258,"*eu nem acredito que ja passei em historia medieval, to feliz demais manooo, uma a menos"""
835754,"*#Bullfight school. When asked why he wanted to become a Matador this boy replied """"because I love bulls"""". #OpRodeo """
683359,*...and btw EU and the US are in fact Christian in origin! However Christianity has reformed from the medieval death cult that=>
848729,*Eu só queria ver uma serie no estilo medieval mas não tem.
683358,"*Ce poète médiéval a eu un parcours extraordinaire. Il trainait avec des bandits, servait les princes, a fait de la prison et a failli 1/2"""
838135,*Em um mundo medieval ganancioso alternativo imaginado por um assassino psicopata eu seria um Lanister
865895,"*Sim, eu achava que era na época medieval,mas era na... — Clarooooo, eu estou ''jantando'' agora, pode espera... """
865896,"*Sexta feira eu acho que volto pra era medieval ou entro no jogo Skyrim, só os dragão postando foto no Facebook KKKKKK"""
865897,"*""""ali Débora, é um hotel medieval, quando eu crescer vou morar em um lugar assim"""" kkkkkkkkkkk"""
690425,*eu tenho uma espada medieval e algumas latas de milho enlatado e miojo e neosaldina e
10411,"*Vc sabia que antigamente na época medieval eles uti... — eu acho tortura também, é horrível  """
10410,"*professor começou a falar sobre europa, com cultura árabe e é era medieval e eu tô assim """
874889,"*Acordar cedo não é legal; eu considero como uma tortura medieval que não vivo sem. Mas, enfim..."""
690424,*eu to viciada em coisa medieval pronto vou morrer assistindo isso pq cada filme 30 horas de duração
865898,"*mano hj eu comi e bebi tanto q parecia akelas festa medieval, e isso td d graça eu keria chora na hr"""
865899,"*Quando o Rick faz aquela cara de """"eu sei que me fodi, mas se sair dessa com vida vou me vingar fodamente and get medieval on your ass!"""" pic.twitter.com/A882dhh52u"""
874888,*essa semana poderia ser a semana que eu ia apresentar meu tcc porém não vou é fazer p3 de medieval
1584726,"*Só falta a nota de medieval, mas impossível eu ter zerado"""
1599981,*medieval eu nao dou conta!!!
683357,*o dia que o professor de literatura medieval falou que o regionalismo do sertão br se inspirou nas histórias medievais eu morri e revivi 90x
884423,*Aquela feira medieval de 2015 em Canelas é uma memória tão boa que eu até tenho saudades das feridas nas mãos e nos pés
21729,"*Chivalry: Medieval Warfare, Unturned, Tomb Raider, SWTOR...  aí eu aplaudia-te!"""
1599997,*Finalmente o LRPG Medieval está no ar! Hoje eu falo sobre Raças e Classes: http://youtu.be/H-0NGvs8Prk?a 
683356,"*Cara as 3 tatuagem que eu vou fazer envolvem física, fantasia medieval e filosofia indígena KKKKKKK que bizarro todas envolvem F"""
865903,"*07:26, menos de 12h pra entregar a prova de medieval e eu ainda não acabei a primeira questão"""
685426,"*Medieval >>  Eu Insisto on Twitter: """"Agora bora começar um livro novo... acho q… https://twitter.com/BlogEuInsisto/status/818936233921544192 …, see more http://tweetedtimes.com/v/2392?s=tnp """
36844,*Tipo sonhei que eu tavo num castelo medieval matando Zumbis com roupas de palhaços  '-'
36845,"*garota - então, por que você tem uma espada? a gente nem ta na era medieval otário?"
36846,*Homem mata invasor ao encontrá-lo de cuecas no quarto da filha em Planaltina https://goo.gl/0jm9aj 
36847,*Toda vez que falam de Assassins Creed eu lembro da banda Creed e já penso em tocar One last breath em cima do telhado de uma casa medieval
36840,*eu estudando pra prova de medieval é exatamente aquele mene da galinha morre de desgosto
36841,"*#EU Far-right """"awakening"""" seems more as far-back-ward-ing to the medieval feudal lords and Catholic Church dominance """
36842,"*Toda vez que passo pelo medieval, lembro de quando eu ficava na minha tia brincando com Pablo e Day"""
6,"*The Vikings farmed in Greenland & traded w/ EU; Vineyards grew in England during the medieval warm period, but the Thames didn't flood."""
877996,"*aventura, n sei se vc gostar desse tipo de filme medieval eu amo rs"""
36848,*Uma amiga pediu ajuda em um trabalho sobre filosofia medieval. 
36849,"*Created the EU for one world order, mass immigration, open borders, destruction of modern lifestyle to a return 2 Medieval times. """
865907,*Eu amo esse medieval reactions
859260,*warband é bom demais eu passaria horas simplesmente autistando e fingindo que sou um guerreiro medieval
877994,*Eu não sei porque mas gosto muito da França e do Reino Unido medieval
877995,"*Toda vez que eu passo em frente a Burguers and dragons eu tenho vontade de entrar, os funcionários trabalham fantasiados de era medieval ."""
4776,"*eu amei tanto nancy mullingan do ed sheeran, tem um som medieval, escocês, sei la, amei, e é feliz"""
2244,*to lembrando de quando inventaram esse apelido pro barão e de quando ele descobriu que a gnt chamava ele assim
4774,*This is what's EXACTLY wrong with the EU. Medieval countries like Poland are treated the same as advanced countries ling UK
4775,*Eu simplesmente amo filmes/séries da era medieval
4772,*Travesti é torturada e morta a pedradas em Fortaleza - http://ow.ly/DluB309AmXH  
4773,*quer um livro d filosofia contemporânea  greco-romana medieval moderna alternativa da ciência eu te empresto boneco
