Number,Tweet
5144,*@djhenshall don't I'm still seething. UKIP can only dream of exiting Europe as quickly as Celtic.
5145,"*@FrazerM14 @goldencoconut78 @Iainpc67 ano Frazer, Celtic want out of Europe even more than ukip. New rangers are shite tho."""
5146,*What do Celtic and UKIP have in common? They both don't want to spend much time in Europe!
5834,*@Oldfirmfacts1 Celtic Park to host next UKIP party conference after gaining reputation for quick European exits
5835,*@JayBeecher_UKIP Follow @CPP_Ireland
5836,"*@JASEMARKRUTTER @Casumptious @AlanBHAFC only problem with that is you're a Kipper,  you hate all those things. It's UKIP Policy."""
5837,*http://primepolitics.org/2015/11/02/the-scottish-lion-roared/ â€_ #snpout #snp #ukip #holyrood #Celtic
5838,*In the interests of cranking up the race hate next weeks Question Time panel will be made up entirely of UKIP members.
5839,*Shows how desperate some can be. State aid nutter runs to UKIP to help him out in his Celtic allegations in return for votes.
5840,*UKIP leader @Nigel_Farage is visiting Swansea e-cig firm Celtic Vapours to highlight opposition to EU e-cig rules. 
5841,*UKIP leader @Nigel_Farage visiting Celtic Vapours e-cig factory in Swansea. 
5842,*#Islam taking over #Scotland as Scots become 2nd class citizens as #SNP favours #muslims #immigrants.
5843,*MSP Humza Yousaf confirms Social Housing to be used for refugees ahead of Scottish homeless http://terrorism.trendolizer.com/2015/09/humza-yousaf-snp-msp-confirms-social-housing-to-be-used-for-refugees-ahead-of-scottish-homeless.html â€_ #SNP
5844,*@MoonWolf95 @HarryThetech76 @JuliaHB1 @UKIP Celtic people found certain parts of N. America before the Indians did.
5845,*@RogerMcMonagle @AngelaHaggerty @tirnaog09 you asked my view as a celtic fan that is it. i dont want it at the club. same as ukip at my door
5846,"*@Nigel_Farage What would UKIP's stance be towards Celtic languages of the British Isles? I.E. Welsh, Scots Gaelic, Manx, Cornish, Irish?"""
5847,*@UKIP @JamesJimCarver Says party without any Celtic policies at all.. And keeps saying 'country' even though there are FOUR of us not ONE.
5848,*@jaggythistle3 @celtic_spring @STVNews fk stupid in sco look at what we have achieved here one seat partys lab libs torys ukip have fk all
5849,"*@celtic_spring they're confused, no UKIP rep to feed!"""
5850,"*@Casumptious @AlanRoden Wow, like UKIP have anything to be proud of. TBH all the Kippers would fit in a phone box unless Coburn was there."""
5851,*@WyeMonkey @celtic_spring So because some moron in UKIP called you a Paedo-you accuse me of saying it? Is that even logical? 
5852,*@celtic_spring @Casumptious 
5854,*@britainelects @BigPoppaTotoro If there's a silver lining there its that UKIP got pummelled. Still too many voting for them though.
6855,*Boudica #AntiFeminism #BNP #UKIP #WomenAgainstFeminism #Altright #14words #SmashCulturalMarxism #NRx #mother #Celtic 
6856,"*Cunts that support Celtic & Chelsea give me the fear big time, it's like being a member of the Green Party then voting UKIP."""
6857,"*@GhghhHjghgg @MixtyMuxty @pieandbov says the guy who likes commenting on Celtic posts, oh and I hope ukip like their one lone seat """
6858,"*@SkeinDhu1963 @theSNP its celtic and its ukip, us reopublicand have hijacked ukip, its all good."""
6859,*@celtic_spring @glasgowcathcart Well look at UKIP - party was backed to the hilt despite virtually no MPs. Found that bizarre. Suspicious
6860,*@AnnCoulter The Confederate battle flag is being attacked because it is a symbol Of Anglo-Celtic America.    #nhpolitics #iacaucus #UKIP
6861,"*Oops and the state aid plonker ran to UKIP to help him with alleged corruption re. State aid, GCC & Celtic lol """
6862,*# Breaking Former Ukip MEP Ashley Mote has been jailed for 5 years for claiming almost Â£500k in fraudulent European Parliament expenses.
6863,*@JohnNor I'll believe that when I see it.  UKIP with one MP get more coverage.  QT is not an impartial or even handed platform.
6864,*@makingclayblog @PDT10 it'll be much more complex than the 'UKIP every week' algorithm.
6865,*@EricYesyev @Isoltofcamelot1 Young Anglo-Celtic Brits without college degrees have been targeted for destruction by evil bankers.   #UKIP
6866,*@EricYesyev @Isoltofcamelot1 The shyster bankers who run the UK don't give a shit about young Anglo-Celtic British people. #nhpolitics #UKIP
6867,"*@BuggerLePanda UKIP begged Farage to stay, that makes Farage more popular than Jim Murphy. That must be really depressing """
6868,*@bbcquestiontime @Tighnacoille That better be UKIP's quota for the next decade used up.
